scenario_name,scenario_var,model_ver,Code,Long.Name,survival
hatchery Chinook competition,1_2,7,CNY,Chinook Nisqually Yearling,0.09682221929336784
hatchery Chinook competition,1_2,7,COD,Coho Deep South Yearling,0.2137068467626377
hatchery Chinook competition,1_2,7,COH,Coho Hatch Yearling,0.2698404149897206
hatchery Chinook competition,1_2,7,COS,Coho Skagit Yearling,0.5143131993032817
hatchery Chinook competition,1_2,7,COY,Coho other Yearling,0.6547327503815176
hatchery Chinook competition,1_2,7,CSN,Chinook Snohomish Subyearling,0.04367724673345833
hatchery Chinook competition,1_2,7,CSS,Chinook Skagit Subyearling,0.00508748736424659
hatchery Chinook competition,1_2,7,CSY,Chinook Skagit Yearling,0.11667203258108755
hatchery Chinook competition,1_2,7,CYE,Chinook other Yearling,0.18824799219805421
hatchery Chinook competition,1_2,7,PIS,Pink Salmon Subyearling,0.7900525006688836
hatchery Chinook competition,1_2,7,SAF,Strait of Georgia salmonids,0.19594174024169278
hatchery Chinook competition,1_2,7,SAL,Other salmonids,0.5711547503675124
hatchery Chinook competition,1_2,8,CDS,Chinook Duwamish Subyearling,0.28082536132728264
hatchery Chinook competition,1_2,8,CHC,Chinook Hood Canal Subyearling,4.0737299525018405e-4
hatchery Chinook competition,1_2,8,CHS,Chinook Hatch Subyearling,0.28013364175045263
hatchery Chinook competition,1_2,8,CHY,Chinook Hatch Yearling,0.3064079513540565
hatchery Chinook competition,1_2,8,CKS,Chinook other Subyearling,0.3508888050187127
hatchery Chinook competition,1_2,8,CMF,Chum Fall Subyearling,0.4759636323757213
hatchery Chinook competition,1_2,8,CMH,Chum Hood Canal summer run Subyearling,0.4855204811541861
hatchery Chinook competition,1_2,8,CMS,Chum Hatch Subyearling,0.711363633406494
hatchery Chinook competition,1_2,8,CNS,Chinook Nisqually Subyearling,1.0319412540013717
hatchery Chinook competition,1_2,8,CNY,Chinook Nisqually Yearling,0.0768594419723374
hatchery Chinook competition,1_2,8,COD,Coho Deep South Yearling,0.1706046624087352
hatchery Chinook competition,1_2,8,COH,Coho Hatch Yearling,0.25603657073753955
hatchery Chinook competition,1_2,8,COS,Coho Skagit Yearling,0.46550394113221744
hatchery Chinook competition,1_2,8,COY,Coho other Yearling,0.646148860879011
hatchery Chinook competition,1_2,8,CSN,Chinook Snohomish Subyearling,0.12115670975558712
hatchery Chinook competition,1_2,8,CSS,Chinook Skagit Subyearling,0.020837040577054586
hatchery Chinook competition,1_2,8,CSY,Chinook Skagit Yearling,0.24230546091584704
hatchery Chinook competition,1_2,8,CYE,Chinook other Yearling,0.3222267447372128
hatchery Chinook competition,1_2,8,PIS,Pink Salmon Subyearling,0.8066207771396595
hatchery Chinook competition,1_2,8,SAF,Strait of Georgia salmonids,0.19407584464643157
hatchery Chinook competition,1_2,8,SAL,Other salmonids,0.7277348609747877
hatchery competition,0_8,1,CDS,Chinook Duwamish Subyearling,0.1397298893342604
hatchery competition,0_8,1,CHC,Chinook Hood Canal Subyearling,7.832177785231743e-5
hatchery competition,0_8,1,CHS,Chinook Hatch Subyearling,0.30743858912830757
hatchery competition,0_8,1,CHY,Chinook Hatch Yearling,0.31494344207987157
hatchery competition,0_8,1,CKS,Chinook other Subyearling,0.23263147299213496
hatchery competition,0_8,1,CMF,Chum Fall Subyearling,0.6590040265764113
hatchery competition,0_8,1,CMH,Chum Hood Canal summer run Subyearling,0.5430374128908461
hatchery competition,0_8,1,CMS,Chum Hatch Subyearling,0.7292103697807178
hatchery competition,0_8,1,CNS,Chinook Nisqually Subyearling,2.2573671197794497e-5
hatchery competition,0_8,1,CNY,Chinook Nisqually Yearling,0.07951297700285094
hatchery competition,0_8,1,COD,Coho Deep South Yearling,0.21125947480687993
hatchery competition,0_8,1,COH,Coho Hatch Yearling,0.2749972926266579
hatchery competition,0_8,1,COS,Coho Skagit Yearling,0.5032641781075681
hatchery competition,0_8,1,COY,Coho other Yearling,0.651427514837373
hatchery competition,0_8,1,CSN,Chinook Snohomish Subyearling,0.08610865274516559
hatchery competition,0_8,1,CSS,Chinook Skagit Subyearling,0.006148037299774181
hatchery competition,0_8,1,CSY,Chinook Skagit Yearling,0.2129394946455764
hatchery competition,0_8,1,CYE,Chinook other Yearling,0.3152482738691604
hatchery competition,0_8,1,PIS,Pink Salmon Subyearling,0.8220111040305709
hatchery competition,0_8,1,SAF,Strait of Georgia salmonids,0.19050691172394557
hatchery competition,0_8,1,SAL,Other salmonids,0.7328776326754561
hatchery competition,0_8,2,CDS,Chinook Duwamish Subyearling,0.1337251873731172
hatchery competition,0_8,2,CHC,Chinook Hood Canal Subyearling,7.515930804391171e-5
hatchery competition,0_8,2,CHS,Chinook Hatch Subyearling,0.30773424476200567
hatchery competition,0_8,2,CHY,Chinook Hatch Yearling,0.3148695207072515
hatchery competition,0_8,2,CKS,Chinook other Subyearling,0.23254715194299805
hatchery competition,0_8,2,CMF,Chum Fall Subyearling,0.6590982671467908
hatchery competition,0_8,2,CMH,Chum Hood Canal summer run Subyearling,0.543021446046675
hatchery competition,0_8,2,CMS,Chum Hatch Subyearling,0.7292307428696821
hatchery competition,0_8,2,CNS,Chinook Nisqually Subyearling,3.489111983462244e-5
hatchery competition,0_8,2,CNY,Chinook Nisqually Yearling,0.07950664400457974
hatchery competition,0_8,2,COD,Coho Deep South Yearling,0.21132713936831132
hatchery competition,0_8,2,COH,Coho Hatch Yearling,0.2766428325106424
hatchery competition,0_8,2,COS,Coho Skagit Yearling,0.5035073618485649
hatchery competition,0_8,2,COY,Coho other Yearling,0.6514148955519694
hatchery competition,0_8,2,CSN,Chinook Snohomish Subyearling,0.08608930388237163
hatchery competition,0_8,2,CSS,Chinook Skagit Subyearling,0.006145012505527398
hatchery competition,0_8,2,CSY,Chinook Skagit Yearling,0.2129881450782523
hatchery competition,0_8,2,CYE,Chinook other Yearling,0.31530901455611915
hatchery competition,0_8,2,PIS,Pink Salmon Subyearling,0.8250369714121771
hatchery competition,0_8,2,SAF,Strait of Georgia salmonids,0.19075739476416295
hatchery competition,0_8,2,SAL,Other salmonids,0.7328783078445595
hatchery competition,0_8,3,CDS,Chinook Duwamish Subyearling,0.1347326795206855
hatchery competition,0_8,3,CHC,Chinook Hood Canal Subyearling,4.389301631153557e-5
hatchery competition,0_8,3,CHS,Chinook Hatch Subyearling,0.30681487948464276
hatchery competition,0_8,3,CHY,Chinook Hatch Yearling,0.3146215871155565
hatchery competition,0_8,3,CKS,Chinook other Subyearling,0.23107468457941344
hatchery competition,0_8,3,CMF,Chum Fall Subyearling,0.6586678832769063
hatchery competition,0_8,3,CMH,Chum Hood Canal summer run Subyearling,0.542624054667801
hatchery competition,0_8,3,CMS,Chum Hatch Subyearling,0.7291917241542608
hatchery competition,0_8,3,CNS,Chinook Nisqually Subyearling,2.295595531093094e-5
hatchery competition,0_8,3,CNY,Chinook Nisqually Yearling,0.07944345928809231
hatchery competition,0_8,3,COD,Coho Deep South Yearling,0.20889273794037228
hatchery competition,0_8,3,COH,Coho Hatch Yearling,0.27457219346748785
hatchery competition,0_8,3,COS,Coho Skagit Yearling,0.4958196259422122
hatchery competition,0_8,3,COY,Coho other Yearling,0.6513327122239554
hatchery competition,0_8,3,CSN,Chinook Snohomish Subyearling,0.08580508233125572
hatchery competition,0_8,3,CSS,Chinook Skagit Subyearling,0.005948668307840733
hatchery competition,0_8,3,CSY,Chinook Skagit Yearling,0.209451580292966
hatchery competition,0_8,3,CYE,Chinook other Yearling,0.31304257175402267
hatchery competition,0_8,3,PIS,Pink Salmon Subyearling,0.8245401709675839
hatchery competition,0_8,3,SAF,Strait of Georgia salmonids,0.19050175010859105
hatchery competition,0_8,3,SAL,Other salmonids,0.7310118457895518
hatchery competition,0_8,4,CDS,Chinook Duwamish Subyearling,0.13467033974152448
hatchery competition,0_8,4,CHC,Chinook Hood Canal Subyearling,5.769527844226721e-5
hatchery competition,0_8,4,CHS,Chinook Hatch Subyearling,0.3068156958494445
hatchery competition,0_8,4,CHY,Chinook Hatch Yearling,0.3146241881715346
hatchery competition,0_8,4,CKS,Chinook other Subyearling,0.23107546582201796
hatchery competition,0_8,4,CMF,Chum Fall Subyearling,0.65864623405408
hatchery competition,0_8,4,CMH,Chum Hood Canal summer run Subyearling,0.542624511075702
hatchery competition,0_8,4,CMS,Chum Hatch Subyearling,0.7291915619798128
hatchery competition,0_8,4,CNS,Chinook Nisqually Subyearling,2.2957166809761263e-5
hatchery competition,0_8,4,CNY,Chinook Nisqually Yearling,0.07946043652635627
hatchery competition,0_8,4,COD,Coho Deep South Yearling,0.20889445467879986
hatchery competition,0_8,4,COH,Coho Hatch Yearling,0.274573955778095
hatchery competition,0_8,4,COS,Coho Skagit Yearling,0.49582079733133816
hatchery competition,0_8,4,COY,Coho other Yearling,0.6513288329065157
hatchery competition,0_8,4,CSN,Chinook Snohomish Subyearling,0.08580630411488128
hatchery competition,0_8,4,CSS,Chinook Skagit Subyearling,0.005948733162487466
hatchery competition,0_8,4,CSY,Chinook Skagit Yearling,0.2094530685918786
hatchery competition,0_8,4,CYE,Chinook other Yearling,0.3130442256079487
hatchery competition,0_8,4,PIS,Pink Salmon Subyearling,0.8245078439567509
hatchery competition,0_8,4,SAF,Strait of Georgia salmonids,0.19050443872134712
hatchery competition,0_8,4,SAL,Other salmonids,0.7310132321574352
hatchery competition,0_8,5,CDS,Chinook Duwamish Subyearling,0.13888618594143345
hatchery competition,0_8,5,CHC,Chinook Hood Canal Subyearling,6.113187264381666e-5
hatchery competition,0_8,5,CHS,Chinook Hatch Subyearling,0.3076566870348755
hatchery competition,0_8,5,CHY,Chinook Hatch Yearling,0.31490466183704613
hatchery competition,0_8,5,CKS,Chinook other Subyearling,0.23254232128540803
hatchery competition,0_8,5,CMF,Chum Fall Subyearling,0.6590847398323558
hatchery competition,0_8,5,CMH,Chum Hood Canal summer run Subyearling,0.5430100416320889
hatchery competition,0_8,5,CMS,Chum Hatch Subyearling,0.7292253662873517
hatchery competition,0_8,5,CNS,Chinook Nisqually Subyearling,2.8926637563232667e-5
hatchery competition,0_8,5,CNY,Chinook Nisqually Yearling,0.07957403035735154
hatchery competition,0_8,5,COD,Coho Deep South Yearling,0.2112675221401856
hatchery competition,0_8,5,COH,Coho Hatch Yearling,0.2763456468903504
hatchery competition,0_8,5,COS,Coho Skagit Yearling,0.5035023939147515
hatchery competition,0_8,5,COY,Coho other Yearling,0.6514441073513197
hatchery competition,0_8,5,CSN,Chinook Snohomish Subyearling,0.08608614067649405
hatchery competition,0_8,5,CSS,Chinook Skagit Subyearling,0.006147562211530176
hatchery competition,0_8,5,CSY,Chinook Skagit Yearling,0.21296990109195366
hatchery competition,0_8,5,CYE,Chinook other Yearling,0.31525714075121974
hatchery competition,0_8,5,PIS,Pink Salmon Subyearling,0.824413790653743
hatchery competition,0_8,5,SAF,Strait of Georgia salmonids,0.19065642127764526
hatchery competition,0_8,5,SAL,Other salmonids,0.732920825537647
hatchery competition,0_8,6,CDS,Chinook Duwamish Subyearling,0.1384873309931919
hatchery competition,0_8,6,CHC,Chinook Hood Canal Subyearling,8.198890562845121e-5
hatchery competition,0_8,6,CHS,Chinook Hatch Subyearling,0.3077404602978275
hatchery competition,0_8,6,CHY,Chinook Hatch Yearling,0.31486791840568046
hatchery competition,0_8,6,CKS,Chinook other Subyearling,0.23254415403150744
hatchery competition,0_8,6,CMF,Chum Fall Subyearling,0.6590346842846355
hatchery competition,0_8,6,CMH,Chum Hood Canal summer run Subyearling,0.5430246500571728
hatchery competition,0_8,6,CMS,Chum Hatch Subyearling,0.7292317775484258
hatchery competition,0_8,6,CNS,Chinook Nisqually Subyearling,3.117153699598239e-5
hatchery competition,0_8,6,CNY,Chinook Nisqually Yearling,0.07950097648147553
hatchery competition,0_8,6,COD,Coho Deep South Yearling,0.21134830826988857
hatchery competition,0_8,6,COH,Coho Hatch Yearling,0.27666440568891426
hatchery competition,0_8,6,COS,Coho Skagit Yearling,0.5035320539499375
hatchery competition,0_8,6,COY,Coho other Yearling,0.6514223612766556
hatchery competition,0_8,6,CSN,Chinook Snohomish Subyearling,0.08608912539782325
hatchery competition,0_8,6,CSS,Chinook Skagit Subyearling,0.006142534547998959
hatchery competition,0_8,6,CSY,Chinook Skagit Yearling,0.21298250021547319
hatchery competition,0_8,6,CYE,Chinook other Yearling,0.3153261096348502
hatchery competition,0_8,6,PIS,Pink Salmon Subyearling,0.8251033433044582
hatchery competition,0_8,6,SAF,Strait of Georgia salmonids,0.19067621145672023
hatchery competition,0_8,6,SAL,Other salmonids,0.7328929539425947
hatchery competition,0_8,7,CDS,Chinook Duwamish Subyearling,0.13791084617519686
hatchery competition,0_8,7,CHC,Chinook Hood Canal Subyearling,7.954621120188054e-5
hatchery competition,0_8,7,CHS,Chinook Hatch Subyearling,0.3077671725150596
hatchery competition,0_8,7,CHY,Chinook Hatch Yearling,0.3148647176341145
hatchery competition,0_8,7,CKS,Chinook other Subyearling,0.23252851252319065
hatchery competition,0_8,7,CMF,Chum Fall Subyearling,0.6590199012470028
hatchery competition,0_8,7,CMH,Chum Hood Canal summer run Subyearling,0.5430299873670774
hatchery competition,0_8,7,CMS,Chum Hatch Subyearling,0.729230202532948
hatchery competition,0_8,7,CNS,Chinook Nisqually Subyearling,2.2880035397787716e-5
hatchery competition,0_8,7,CNY,Chinook Nisqually Yearling,0.07951281180771244
hatchery competition,0_8,7,COD,Coho Deep South Yearling,0.21134941110526073
hatchery competition,0_8,7,COH,Coho Hatch Yearling,0.27666533498227985
hatchery competition,0_8,7,COS,Coho Skagit Yearling,0.5034932357295012
hatchery competition,0_8,7,COY,Coho other Yearling,0.6513969877970562
hatchery competition,0_8,7,CSN,Chinook Snohomish Subyearling,0.0860852375216859
hatchery competition,0_8,7,CSS,Chinook Skagit Subyearling,0.006134294028749919
hatchery competition,0_8,7,CSY,Chinook Skagit Yearling,0.21293875595720957
hatchery competition,0_8,7,CYE,Chinook other Yearling,0.3153249411499945
hatchery competition,0_8,7,PIS,Pink Salmon Subyearling,0.8249249884387259
hatchery competition,0_8,7,SAF,Strait of Georgia salmonids,0.19067629273095782
hatchery competition,0_8,7,SAL,Other salmonids,0.7328901599255244
hatchery competition,0_8,8,CDS,Chinook Duwamish Subyearling,0.09794391667857201
hatchery competition,0_8,8,CHC,Chinook Hood Canal Subyearling,2.258021078780666e-5
hatchery competition,0_8,8,CHS,Chinook Hatch Subyearling,0.27820340432117124
hatchery competition,0_8,8,CHY,Chinook Hatch Yearling,0.3149159141010878
hatchery competition,0_8,8,CKS,Chinook other Subyearling,0.2325429767029452
hatchery competition,0_8,8,CMF,Chum Fall Subyearling,0.6593133143917908
hatchery competition,0_8,8,CMH,Chum Hood Canal summer run Subyearling,0.5430469586003698
hatchery competition,0_8,8,CMS,Chum Hatch Subyearling,0.7292354925210209
hatchery competition,0_8,8,CNS,Chinook Nisqually Subyearling,8.096587512043559e-6
hatchery competition,0_8,8,CNY,Chinook Nisqually Yearling,0.07954715248917686
hatchery competition,0_8,8,COD,Coho Deep South Yearling,0.2113878859414187
hatchery competition,0_8,8,COH,Coho Hatch Yearling,0.2766733076466323
hatchery competition,0_8,8,COS,Coho Skagit Yearling,0.5035108525824615
hatchery competition,0_8,8,COY,Coho other Yearling,0.6514417958560044
hatchery competition,0_8,8,CSN,Chinook Snohomish Subyearling,0.08609413371333902
hatchery competition,0_8,8,CSS,Chinook Skagit Subyearling,0.006137446162535975
hatchery competition,0_8,8,CSY,Chinook Skagit Yearling,0.2129923905970145
hatchery competition,0_8,8,CYE,Chinook other Yearling,0.31535942566309316
hatchery competition,0_8,8,PIS,Pink Salmon Subyearling,0.8243411962022736
hatchery competition,0_8,8,SAF,Strait of Georgia salmonids,0.19080640305243762
hatchery competition,0_8,8,SAL,Other salmonids,0.7329153798541967
hatchery competition,1_2,1,CDS,Chinook Duwamish Subyearling,0.13769899443892783
hatchery competition,1_2,1,CHC,Chinook Hood Canal Subyearling,7.476751616162844e-5
hatchery competition,1_2,1,CHS,Chinook Hatch Subyearling,0.30654427761707465
hatchery competition,1_2,1,CHY,Chinook Hatch Yearling,0.31469489100968456
hatchery competition,1_2,1,CKS,Chinook other Subyearling,0.23113486173828166
hatchery competition,1_2,1,CMF,Chum Fall Subyearling,0.6588700265122646
hatchery competition,1_2,1,CMH,Chum Hood Canal summer run Subyearling,0.5426189348353112
hatchery competition,1_2,1,CMS,Chum Hatch Subyearling,0.7291771925108109
hatchery competition,1_2,1,CNS,Chinook Nisqually Subyearling,4.9111631424862176e-5
hatchery competition,1_2,1,CNY,Chinook Nisqually Yearling,0.07942963738567038
hatchery competition,1_2,1,COD,Coho Deep South Yearling,0.20877543023166642
hatchery competition,1_2,1,COH,Coho Hatch Yearling,0.2728992673171463
hatchery competition,1_2,1,COS,Coho Skagit Yearling,0.4955857944743859
hatchery competition,1_2,1,COY,Coho other Yearling,0.6513601148637468
hatchery competition,1_2,1,CSN,Chinook Snohomish Subyearling,0.08578654498249122
hatchery competition,1_2,1,CSS,Chinook Skagit Subyearling,0.005949632937842264
hatchery competition,1_2,1,CSY,Chinook Skagit Yearling,0.2093826240244166
hatchery competition,1_2,1,CYE,Chinook other Yearling,0.31292572124424695
hatchery competition,1_2,1,PIS,Pink Salmon Subyearling,0.8216905087496208
hatchery competition,1_2,1,SAF,Strait of Georgia salmonids,0.19035537909622502
hatchery competition,1_2,1,SAL,Other salmonids,0.7310158356475309
hatchery competition,1_2,2,CDS,Chinook Duwamish Subyearling,0.13790359729769294
hatchery competition,1_2,2,CHC,Chinook Hood Canal Subyearling,8.868953503432855e-5
hatchery competition,1_2,2,CHS,Chinook Hatch Subyearling,0.3077679154861957
hatchery competition,1_2,2,CHY,Chinook Hatch Yearling,0.31485951790712463
hatchery competition,1_2,2,CKS,Chinook other Subyearling,0.23253065065626705
hatchery competition,1_2,2,CMF,Chum Fall Subyearling,0.659074899817277
hatchery competition,1_2,2,CMH,Chum Hood Canal summer run Subyearling,0.5430279556674332
hatchery competition,1_2,2,CMS,Chum Hatch Subyearling,0.729230721316231
hatchery competition,1_2,2,CNS,Chinook Nisqually Subyearling,2.0592355970786673e-5
hatchery competition,1_2,2,CNY,Chinook Nisqually Yearling,0.0795201683949382
hatchery competition,1_2,2,COD,Coho Deep South Yearling,0.21134733207715609
hatchery competition,1_2,2,COH,Coho Hatch Yearling,0.27666390228358284
hatchery competition,1_2,2,COS,Coho Skagit Yearling,0.5034938825197515
hatchery competition,1_2,2,COY,Coho other Yearling,0.6514102401428696
hatchery competition,1_2,2,CSN,Chinook Snohomish Subyearling,0.08608540259908762
hatchery competition,1_2,2,CSS,Chinook Skagit Subyearling,0.0061348843265289724
hatchery competition,1_2,2,CSY,Chinook Skagit Yearling,0.21295131063874861
hatchery competition,1_2,2,CYE,Chinook other Yearling,0.31532457336192404
hatchery competition,1_2,2,PIS,Pink Salmon Subyearling,0.8250332177055945
hatchery competition,1_2,2,SAF,Strait of Georgia salmonids,0.19068417372618626
hatchery competition,1_2,2,SAL,Other salmonids,0.7328885792439375
hatchery competition,1_2,3,CDS,Chinook Duwamish Subyearling,0.1351881654429436
hatchery competition,1_2,3,CHC,Chinook Hood Canal Subyearling,5.754190975291641e-5
hatchery competition,1_2,3,CHS,Chinook Hatch Subyearling,0.30682608367479974
hatchery competition,1_2,3,CHY,Chinook Hatch Yearling,0.31463436993451654
hatchery competition,1_2,3,CKS,Chinook other Subyearling,0.2311158398999614
hatchery competition,1_2,3,CMF,Chum Fall Subyearling,0.6586800185333431
hatchery competition,1_2,3,CMH,Chum Hood Canal summer run Subyearling,0.54263585825289
hatchery competition,1_2,3,CMS,Chum Hatch Subyearling,0.7291928123988598
hatchery competition,1_2,3,CNS,Chinook Nisqually Subyearling,2.3035464378858835e-5
hatchery competition,1_2,3,CNY,Chinook Nisqually Yearling,0.07946372238997455
hatchery competition,1_2,3,COD,Coho Deep South Yearling,0.20897901648093242
hatchery competition,1_2,3,COH,Coho Hatch Yearling,0.27464120073814363
hatchery competition,1_2,3,COS,Coho Skagit Yearling,0.49609793498296184
hatchery competition,1_2,3,COY,Coho other Yearling,0.6513349704115446
hatchery competition,1_2,3,CSN,Chinook Snohomish Subyearling,0.08573275288275627
hatchery competition,1_2,3,CSS,Chinook Skagit Subyearling,0.0059539568973859406
hatchery competition,1_2,3,CSY,Chinook Skagit Yearling,0.20956371443860153
hatchery competition,1_2,3,CYE,Chinook other Yearling,0.31312526899232523
hatchery competition,1_2,3,PIS,Pink Salmon Subyearling,0.824551396543382
hatchery competition,1_2,3,SAF,Strait of Georgia salmonids,0.1905041649492009
hatchery competition,1_2,3,SAL,Other salmonids,0.7310768541733086
hatchery competition,1_2,4,CDS,Chinook Duwamish Subyearling,0.13480950140675438
hatchery competition,1_2,4,CHC,Chinook Hood Canal Subyearling,5.323073581900811e-5
hatchery competition,1_2,4,CHS,Chinook Hatch Subyearling,0.3068483487263111
hatchery competition,1_2,4,CHY,Chinook Hatch Yearling,0.31465667907514566
hatchery competition,1_2,4,CKS,Chinook other Subyearling,0.2311460548469634
hatchery competition,1_2,4,CMF,Chum Fall Subyearling,0.6586700572993177
hatchery competition,1_2,4,CMH,Chum Hood Canal summer run Subyearling,0.5426445995344552
hatchery competition,1_2,4,CMS,Chum Hatch Subyearling,0.7291933240283716
hatchery competition,1_2,4,CNS,Chinook Nisqually Subyearling,2.3086259407420693e-5
hatchery competition,1_2,4,CNY,Chinook Nisqually Yearling,0.0794733827691532
hatchery competition,1_2,4,COD,Coho Deep South Yearling,0.20903198906995962
hatchery competition,1_2,4,COH,Coho Hatch Yearling,0.2746846644593323
hatchery competition,1_2,4,COS,Coho Skagit Yearling,0.4962608673263767
hatchery competition,1_2,4,COY,Coho other Yearling,0.6513324948910966
hatchery competition,1_2,4,CSN,Chinook Snohomish Subyearling,0.08573752089691072
hatchery competition,1_2,4,CSS,Chinook Skagit Subyearling,0.00595794077260834
hatchery competition,1_2,4,CSY,Chinook Skagit Yearling,0.20963686619473154
hatchery competition,1_2,4,CYE,Chinook other Yearling,0.31317589820787667
hatchery competition,1_2,4,PIS,Pink Salmon Subyearling,0.8245253102854398
hatchery competition,1_2,4,SAF,Strait of Georgia salmonids,0.19050970029234676
hatchery competition,1_2,4,SAL,Other salmonids,0.7311169084340166
hatchery competition,1_2,5,CDS,Chinook Duwamish Subyearling,0.1372888473392672
hatchery competition,1_2,5,CHC,Chinook Hood Canal Subyearling,6.230291006038351e-5
hatchery competition,1_2,5,CHS,Chinook Hatch Subyearling,0.306745331359886
hatchery competition,1_2,5,CHY,Chinook Hatch Yearling,0.3146549448597226
hatchery competition,1_2,5,CKS,Chinook other Subyearling,0.23102346750268485
hatchery competition,1_2,5,CMF,Chum Fall Subyearling,0.6588908546885772
hatchery competition,1_2,5,CMH,Chum Hood Canal summer run Subyearling,0.542588412678712
hatchery competition,1_2,5,CMS,Chum Hatch Subyearling,0.7291913495616041
hatchery competition,1_2,5,CNS,Chinook Nisqually Subyearling,4.351419918532959e-5
hatchery competition,1_2,5,CNY,Chinook Nisqually Yearling,0.07941916402564907
hatchery competition,1_2,5,COD,Coho Deep South Yearling,0.20875066044089322
hatchery competition,1_2,5,COH,Coho Hatch Yearling,0.27420352778813273
hatchery competition,1_2,5,COS,Coho Skagit Yearling,0.4957154160567185
hatchery competition,1_2,5,COY,Coho other Yearling,0.6513767628041037
hatchery competition,1_2,5,CSN,Chinook Snohomish Subyearling,0.08575499076496763
hatchery competition,1_2,5,CSS,Chinook Skagit Subyearling,0.005944629643406535
hatchery competition,1_2,5,CSY,Chinook Skagit Yearling,0.20937624690835108
hatchery competition,1_2,5,CYE,Chinook other Yearling,0.31290002875327044
hatchery competition,1_2,5,PIS,Pink Salmon Subyearling,0.8240953076231834
hatchery competition,1_2,5,SAF,Strait of Georgia salmonids,0.19048277640931163
hatchery competition,1_2,5,SAL,Other salmonids,0.7310174237417733
hatchery competition,1_2,6,CDS,Chinook Duwamish Subyearling,0.13646051022719966
hatchery competition,1_2,6,CHC,Chinook Hood Canal Subyearling,4.4576373575441355e-5
hatchery competition,1_2,6,CHS,Chinook Hatch Subyearling,0.3068123906991715
hatchery competition,1_2,6,CHY,Chinook Hatch Yearling,0.3146394643425786
hatchery competition,1_2,6,CKS,Chinook other Subyearling,0.23105175707928768
hatchery competition,1_2,6,CMF,Chum Fall Subyearling,0.6588227403250727
hatchery competition,1_2,6,CMH,Chum Hood Canal summer run Subyearling,0.5426181483178174
hatchery competition,1_2,6,CMS,Chum Hatch Subyearling,0.7291974202681246
hatchery competition,1_2,6,CNS,Chinook Nisqually Subyearling,4.6448180664747465e-5
hatchery competition,1_2,6,CNY,Chinook Nisqually Yearling,0.07943967414931134
hatchery competition,1_2,6,COD,Coho Deep South Yearling,0.20888611158422093
hatchery competition,1_2,6,COH,Coho Hatch Yearling,0.2745689685598572
hatchery competition,1_2,6,COS,Coho Skagit Yearling,0.49582178580850805
hatchery competition,1_2,6,COY,Coho other Yearling,0.6513552272335713
hatchery competition,1_2,6,CSN,Chinook Snohomish Subyearling,0.08578293522809924
hatchery competition,1_2,6,CSS,Chinook Skagit Subyearling,0.005948130526050195
hatchery competition,1_2,6,CSY,Chinook Skagit Yearling,0.20945208554628034
hatchery competition,1_2,6,CYE,Chinook other Yearling,0.3130356073149058
hatchery competition,1_2,6,PIS,Pink Salmon Subyearling,0.8247566082628205
hatchery competition,1_2,6,SAF,Strait of Georgia salmonids,0.19050547748055977
hatchery competition,1_2,6,SAL,Other salmonids,0.7310072434188142
hatchery competition,1_2,7,CDS,Chinook Duwamish Subyearling,0.13173949166970586
hatchery competition,1_2,7,CHC,Chinook Hood Canal Subyearling,4.559809460597932e-5
hatchery competition,1_2,7,CHS,Chinook Hatch Subyearling,0.3078306348171956
hatchery competition,1_2,7,CHY,Chinook Hatch Yearling,0.314875402089528
hatchery competition,1_2,7,CKS,Chinook other Subyearling,0.23253252377446249
hatchery competition,1_2,7,CMF,Chum Fall Subyearling,0.6590911502467485
hatchery competition,1_2,7,CMH,Chum Hood Canal summer run Subyearling,0.5430267094549877
hatchery competition,1_2,7,CMS,Chum Hatch Subyearling,0.7292302543558784
hatchery competition,1_2,7,CNS,Chinook Nisqually Subyearling,2.5055126935920637e-5
hatchery competition,1_2,7,CNY,Chinook Nisqually Yearling,0.07959761331526047
hatchery competition,1_2,7,COD,Coho Deep South Yearling,0.21132831849495062
hatchery competition,1_2,7,COH,Coho Hatch Yearling,0.27664690049897855
hatchery competition,1_2,7,COS,Coho Skagit Yearling,0.5034667804084213
hatchery competition,1_2,7,COY,Coho other Yearling,0.651402869314516
hatchery competition,1_2,7,CSN,Chinook Snohomish Subyearling,0.08609100535300283
hatchery competition,1_2,7,CSS,Chinook Skagit Subyearling,0.0061480521914493245
hatchery competition,1_2,7,CSY,Chinook Skagit Yearling,0.21294241324659974
hatchery competition,1_2,7,CYE,Chinook other Yearling,0.31531882792877597
hatchery competition,1_2,7,PIS,Pink Salmon Subyearling,0.824935703870139
hatchery competition,1_2,7,SAF,Strait of Georgia salmonids,0.19069673606760676
hatchery competition,1_2,7,SAL,Other salmonids,0.7328872300284561
hatchery competition,1_2,8,CDS,Chinook Duwamish Subyearling,0.13555469042074678
hatchery competition,1_2,8,CHC,Chinook Hood Canal Subyearling,1.3093302496937543e-4
hatchery competition,1_2,8,CHS,Chinook Hatch Subyearling,0.3243248377609139
hatchery competition,1_2,8,CHY,Chinook Hatch Yearling,0.36400829529025164
hatchery competition,1_2,8,CKS,Chinook other Subyearling,0.23235623017709167
hatchery competition,1_2,8,CMF,Chum Fall Subyearling,0.6542068560370712
hatchery competition,1_2,8,CMH,Chum Hood Canal summer run Subyearling,0.5914949078096213
hatchery competition,1_2,8,CMS,Chum Hatch Subyearling,0.7287255386132533
