scenario_name,scenario_var,model_ver,Code,Long.Name,survival
mammal predation,0_8,5,COD,Coho Deep South Yearling,0.1958481825400594
mammal predation,0_8,5,COH,Coho Hatch Yearling,0.2489790681123125
mammal predation,0_8,5,COS,Coho Skagit Yearling,0.49919009573962364
mammal predation,0_8,5,COY,Coho other Yearling,0.6535350124350245
mammal predation,0_8,5,CSN,Chinook Snohomish Subyearling,0.09303499241490844
mammal predation,0_8,5,CSS,Chinook Skagit Subyearling,0.006841446275171623
mammal predation,0_8,5,CSY,Chinook Skagit Yearling,0.14412199515930776
mammal predation,0_8,5,CYE,Chinook other Yearling,0.20753945356924
mammal predation,0_8,5,PIS,Pink Salmon Subyearling,0.7881344942276725
mammal predation,0_8,5,SAF,Strait of Georgia salmonids,0.19023653119845824
mammal predation,0_8,5,SAL,Other salmonids,0.6373713227902306
mammal predation,0_8,6,CDS,Chinook Duwamish Subyearling,0.15780479957925558
mammal predation,0_8,6,CHC,Chinook Hood Canal Subyearling,2.0292381797626063e-4
mammal predation,0_8,6,CHS,Chinook Hatch Subyearling,0.27320363653460794
mammal predation,0_8,6,CHY,Chinook Hatch Yearling,0.3041577547606677
mammal predation,0_8,6,CKS,Chinook other Subyearling,0.3104065501877847
mammal predation,0_8,6,CMF,Chum Fall Subyearling,0.7322777835431322
mammal predation,0_8,6,CMH,Chum Hood Canal summer run Subyearling,0.6037386749543983
mammal predation,0_8,6,CMS,Chum Hatch Subyearling,0.7324971374082425
mammal predation,0_8,6,CNS,Chinook Nisqually Subyearling,0.13160772158479675
mammal predation,0_8,6,CNY,Chinook Nisqually Yearling,0.06546612902088454
mammal predation,0_8,6,COD,Coho Deep South Yearling,0.19494086128060573
mammal predation,0_8,6,COH,Coho Hatch Yearling,0.2437240433436912
mammal predation,0_8,6,COS,Coho Skagit Yearling,0.4812281611044543
mammal predation,0_8,6,COY,Coho other Yearling,0.6482162661194951
mammal predation,0_8,6,CSN,Chinook Snohomish Subyearling,0.09234596866323562
mammal predation,0_8,6,CSS,Chinook Skagit Subyearling,0.012011058403702507
mammal predation,0_8,6,CSY,Chinook Skagit Yearling,0.19344038397069613
mammal predation,0_8,6,CYE,Chinook other Yearling,0.30107848023878464
mammal predation,0_8,6,PIS,Pink Salmon Subyearling,0.7675800056829256
mammal predation,0_8,6,SAF,Strait of Georgia salmonids,0.19081934459409747
mammal predation,0_8,6,SAL,Other salmonids,0.7054631346087027
mammal predation,0_8,7,CDS,Chinook Duwamish Subyearling,0.12251078217638352
mammal predation,0_8,7,CHC,Chinook Hood Canal Subyearling,1.6785772239585988e-5
mammal predation,0_8,7,CHS,Chinook Hatch Subyearling,0.2283303237774765
mammal predation,0_8,7,CHY,Chinook Hatch Yearling,0.21769530663324946
mammal predation,0_8,7,CKS,Chinook other Subyearling,0.24024095039527893
mammal predation,0_8,7,CMF,Chum Fall Subyearling,0.5411056791406692
mammal predation,0_8,7,CMH,Chum Hood Canal summer run Subyearling,0.497071859204493
mammal predation,0_8,7,CMS,Chum Hatch Subyearling,0.7170707445665309
mammal predation,0_8,7,CNS,Chinook Nisqually Subyearling,0.13251818050309866
mammal predation,0_8,7,CNY,Chinook Nisqually Yearling,0.0981750335976654
mammal predation,0_8,7,COD,Coho Deep South Yearling,0.21379449465356165
mammal predation,0_8,7,COH,Coho Hatch Yearling,0.2697598189906906
mammal predation,0_8,7,COS,Coho Skagit Yearling,0.5146523103811403
mammal predation,0_8,7,COY,Coho other Yearling,0.6547172841498156
mammal predation,0_8,7,CSN,Chinook Snohomish Subyearling,0.04348474499876528
mammal predation,0_8,7,CSS,Chinook Skagit Subyearling,0.004850433830723994
mammal predation,0_8,7,CSY,Chinook Skagit Yearling,0.11602128040203999
mammal predation,0_8,7,CYE,Chinook other Yearling,0.1872234461773749
mammal predation,0_8,7,PIS,Pink Salmon Subyearling,0.7899379281486346
mammal predation,0_8,7,SAF,Strait of Georgia salmonids,0.19594957440019764
mammal predation,0_8,7,SAL,Other salmonids,0.5694174302903459
mammal predation,0_8,8,CDS,Chinook Duwamish Subyearling,0.2686589801254055
mammal predation,0_8,8,CHC,Chinook Hood Canal Subyearling,3.757482896643876e-4
mammal predation,0_8,8,CHS,Chinook Hatch Subyearling,0.2792231910583801
mammal predation,0_8,8,CHY,Chinook Hatch Yearling,0.30577920580282586
mammal predation,0_8,8,CKS,Chinook other Subyearling,0.3500148104740444
mammal predation,0_8,8,CMF,Chum Fall Subyearling,0.4668940398922769
mammal predation,0_8,8,CMH,Chum Hood Canal summer run Subyearling,0.48427998362058744
mammal predation,0_8,8,CMS,Chum Hatch Subyearling,0.710348257637476
mammal predation,0_8,8,CNS,Chinook Nisqually Subyearling,0.9872197150861034
mammal predation,0_8,8,CNY,Chinook Nisqually Yearling,0.07598059376073193
mammal predation,0_8,8,COD,Coho Deep South Yearling,0.1740582437414325
mammal predation,0_8,8,COH,Coho Hatch Yearling,0.2568310575839846
mammal predation,0_8,8,COS,Coho Skagit Yearling,0.47192388965324267
mammal predation,0_8,8,COY,Coho other Yearling,0.646727826834205
mammal predation,0_8,8,CSN,Chinook Snohomish Subyearling,0.11942557000583946
mammal predation,0_8,8,CSS,Chinook Skagit Subyearling,0.02091365467340971
mammal predation,0_8,8,CSY,Chinook Skagit Yearling,0.23741148776869586
mammal predation,0_8,8,CYE,Chinook other Yearling,0.3213532482825898
mammal predation,0_8,8,PIS,Pink Salmon Subyearling,0.8041729059406073
mammal predation,0_8,8,SAF,Strait of Georgia salmonids,0.19374067798900077
mammal predation,0_8,8,SAL,Other salmonids,0.7270658841379682
mammal predation,1_2,1,CDS,Chinook Duwamish Subyearling,0.17942368879140486
mammal predation,1_2,1,CHC,Chinook Hood Canal Subyearling,9.676532071067686e-5
mammal predation,1_2,1,CHS,Chinook Hatch Subyearling,0.2309581885103807
mammal predation,1_2,1,CHY,Chinook Hatch Yearling,0.22940701763120344
mammal predation,1_2,1,CKS,Chinook other Subyearling,0.2541130881628429
mammal predation,1_2,1,CMF,Chum Fall Subyearling,0.7142210412028466
mammal predation,1_2,1,CMH,Chum Hood Canal summer run Subyearling,0.6041652729154638
mammal predation,1_2,1,CMS,Chum Hatch Subyearling,0.7304332189911464
mammal predation,1_2,1,CNS,Chinook Nisqually Subyearling,1.8551732452498622e-5
mammal predation,1_2,1,CNY,Chinook Nisqually Yearling,0.0626920773976783
mammal predation,1_2,1,COD,Coho Deep South Yearling,0.1856617290093631
mammal predation,1_2,1,COH,Coho Hatch Yearling,0.24385769191131074
mammal predation,1_2,1,COS,Coho Skagit Yearling,0.5044761408685464
mammal predation,1_2,1,COY,Coho other Yearling,0.6519654388064683
mammal predation,1_2,1,CSN,Chinook Snohomish Subyearling,0.09083364623976313
mammal predation,1_2,1,CSS,Chinook Skagit Subyearling,0.006679552737886661
mammal predation,1_2,1,CSY,Chinook Skagit Yearling,0.15354351228964147
mammal predation,1_2,1,CYE,Chinook other Yearling,0.20855707915273958
mammal predation,1_2,1,PIS,Pink Salmon Subyearling,0.7849141586957734
mammal predation,1_2,1,SAF,Strait of Georgia salmonids,0.18467021346290519
mammal predation,1_2,1,SAL,Other salmonids,0.6354310409294501
mammal predation,1_2,2,CDS,Chinook Duwamish Subyearling,0.09570110935606448
mammal predation,1_2,2,CHC,Chinook Hood Canal Subyearling,6.228858246322813e-6
mammal predation,1_2,2,CHS,Chinook Hatch Subyearling,0.22973742017175025
mammal predation,1_2,2,CHY,Chinook Hatch Yearling,0.18904077746994888
mammal predation,1_2,2,CKS,Chinook other Subyearling,0.22001995735886049
mammal predation,1_2,2,CMF,Chum Fall Subyearling,0.5772493414616472
mammal predation,1_2,2,CMH,Chum Hood Canal summer run Subyearling,0.5542098995788544
mammal predation,1_2,2,CMS,Chum Hatch Subyearling,0.7213729788745034
mammal predation,1_2,2,CNS,Chinook Nisqually Subyearling,0.11259510622408324
mammal predation,1_2,2,CNY,Chinook Nisqually Yearling,0.0331279070443146
mammal predation,1_2,2,COD,Coho Deep South Yearling,0.19616429938232285
mammal predation,1_2,2,COH,Coho Hatch Yearling,0.23270691745069058
mammal predation,1_2,2,COS,Coho Skagit Yearling,0.5277964842156896
mammal predation,1_2,2,COY,Coho other Yearling,0.6561772723485758
mammal predation,1_2,2,CSN,Chinook Snohomish Subyearling,0.07812344695899838
mammal predation,1_2,2,CSS,Chinook Skagit Subyearling,0.005110888688416771
mammal predation,1_2,2,CSY,Chinook Skagit Yearling,0.1087702378146534
mammal predation,1_2,2,CYE,Chinook other Yearling,0.19189779211402685
mammal predation,1_2,2,PIS,Pink Salmon Subyearling,0.8053231134415004
mammal predation,1_2,2,SAF,Strait of Georgia salmonids,0.19385834119639442
mammal predation,1_2,2,SAL,Other salmonids,0.6185413187986268
mammal predation,1_2,3,CDS,Chinook Duwamish Subyearling,0.1998060102178141
mammal predation,1_2,3,CHC,Chinook Hood Canal Subyearling,1.3035034196269213e-4
mammal predation,1_2,3,CHS,Chinook Hatch Subyearling,0.24692659793483743
mammal predation,1_2,3,CHY,Chinook Hatch Yearling,0.24007232154267152
mammal predation,1_2,3,CKS,Chinook other Subyearling,0.2550159430428071
mammal predation,1_2,3,CMF,Chum Fall Subyearling,0.4662656465952031
mammal predation,1_2,3,CMH,Chum Hood Canal summer run Subyearling,0.49932258547091357
mammal predation,1_2,3,CMS,Chum Hatch Subyearling,0.7107533397250129
mammal predation,1_2,3,CNS,Chinook Nisqually Subyearling,0.2977806537893364
mammal predation,1_2,3,CNY,Chinook Nisqually Yearling,0.07624043591330203
mammal predation,1_2,3,COD,Coho Deep South Yearling,0.1927967208483715
mammal predation,1_2,3,COH,Coho Hatch Yearling,0.25677748714831505
mammal predation,1_2,3,COS,Coho Skagit Yearling,0.4426117670946711
mammal predation,1_2,3,COY,Coho other Yearling,0.653923945834097
mammal predation,1_2,3,CSN,Chinook Snohomish Subyearling,0.07621256225141146
mammal predation,1_2,3,CSS,Chinook Skagit Subyearling,0.007135728144551847
mammal predation,1_2,3,CSY,Chinook Skagit Yearling,0.1450896727934909
mammal predation,1_2,3,CYE,Chinook other Yearling,0.20953438665594143
mammal predation,1_2,3,PIS,Pink Salmon Subyearling,0.8001544126864848
mammal predation,1_2,3,SAF,Strait of Georgia salmonids,0.1833512426801531
mammal predation,1_2,3,SAL,Other salmonids,0.6262055094195541
mammal predation,1_2,4,CDS,Chinook Duwamish Subyearling,0.19662612485214181
mammal predation,1_2,4,CHC,Chinook Hood Canal Subyearling,9.725291103642461e-5
mammal predation,1_2,4,CHS,Chinook Hatch Subyearling,0.2399999233601655
mammal predation,1_2,4,CHY,Chinook Hatch Yearling,0.23869215449181497
mammal predation,1_2,4,CKS,Chinook other Subyearling,0.2551285762429363
mammal predation,1_2,4,CMF,Chum Fall Subyearling,0.46430465669640947
mammal predation,1_2,4,CMH,Chum Hood Canal summer run Subyearling,0.4994186078551164
mammal predation,1_2,4,CMS,Chum Hatch Subyearling,0.710558852851979
mammal predation,1_2,4,CNS,Chinook Nisqually Subyearling,0.2984499564502336
mammal predation,1_2,4,CNY,Chinook Nisqually Yearling,0.07643836975171517
mammal predation,1_2,4,COD,Coho Deep South Yearling,0.19382747817452506
mammal predation,1_2,4,COH,Coho Hatch Yearling,0.25509449260354694
mammal predation,1_2,4,COS,Coho Skagit Yearling,0.445611168215899
mammal predation,1_2,4,COY,Coho other Yearling,0.6540007906928635
mammal predation,1_2,4,CSN,Chinook Snohomish Subyearling,0.07892497886865507
mammal predation,1_2,4,CSS,Chinook Skagit Subyearling,0.007195620635036605
mammal predation,1_2,4,CSY,Chinook Skagit Yearling,0.14451772150121808
mammal predation,1_2,4,CYE,Chinook other Yearling,0.20959708525546766
mammal predation,1_2,4,PIS,Pink Salmon Subyearling,0.8007488014581717
mammal predation,1_2,4,SAF,Strait of Georgia salmonids,0.1821111950170103
mammal predation,1_2,4,SAL,Other salmonids,0.6274137258376636
mammal predation,1_2,5,CDS,Chinook Duwamish Subyearling,0.19095943582477182
mammal predation,1_2,5,CHC,Chinook Hood Canal Subyearling,3.297035242208755e-4
mammal predation,1_2,5,CHS,Chinook Hatch Subyearling,0.2706744493649664
mammal predation,1_2,5,CHY,Chinook Hatch Yearling,0.2944076903156863
mammal predation,1_2,5,CKS,Chinook other Subyearling,0.2799490056655871
mammal predation,1_2,5,CMF,Chum Fall Subyearling,0.7324919476321274
mammal predation,1_2,5,CMH,Chum Hood Canal summer run Subyearling,0.6040127670265941
mammal predation,1_2,5,CMS,Chum Hatch Subyearling,0.7325300837805397
mammal predation,1_2,5,CNS,Chinook Nisqually Subyearling,0.1466193326231283
mammal predation,1_2,5,CNY,Chinook Nisqually Yearling,0.07426868547871399
mammal predation,1_2,5,COD,Coho Deep South Yearling,0.19445717906900684
mammal predation,1_2,5,COH,Coho Hatch Yearling,0.24892545262964494
mammal predation,1_2,5,COS,Coho Skagit Yearling,0.4994518262910472
mammal predation,1_2,5,COY,Coho other Yearling,0.653389317501145
mammal predation,1_2,5,CSN,Chinook Snohomish Subyearling,0.09317821715227259
mammal predation,1_2,5,CSS,Chinook Skagit Subyearling,0.006839980982097269
mammal predation,1_2,5,CSY,Chinook Skagit Yearling,0.1442112460629927
mammal predation,1_2,5,CYE,Chinook other Yearling,0.2078563048399519
mammal predation,1_2,5,PIS,Pink Salmon Subyearling,0.7878713355174527
mammal predation,1_2,5,SAF,Strait of Georgia salmonids,0.1903397831473334
mammal predation,1_2,5,SAL,Other salmonids,0.6376634840383625
mammal predation,1_2,6,CDS,Chinook Duwamish Subyearling,0.1606750648959351
mammal predation,1_2,6,CHC,Chinook Hood Canal Subyearling,2.0763428828045905e-4
mammal predation,1_2,6,CHS,Chinook Hatch Subyearling,0.2731040715971788
mammal predation,1_2,6,CHY,Chinook Hatch Yearling,0.30377641023339463
mammal predation,1_2,6,CKS,Chinook other Subyearling,0.3095751861318248
mammal predation,1_2,6,CMF,Chum Fall Subyearling,0.7322397773861413
mammal predation,1_2,6,CMH,Chum Hood Canal summer run Subyearling,0.604355744200477
mammal predation,1_2,6,CMS,Chum Hatch Subyearling,0.7324932374392207
mammal predation,1_2,6,CNS,Chinook Nisqually Subyearling,0.11727445583367571
mammal predation,1_2,6,CNY,Chinook Nisqually Yearling,0.06611513878442586
mammal predation,1_2,6,COD,Coho Deep South Yearling,0.19650516387002753
mammal predation,1_2,6,COH,Coho Hatch Yearling,0.2522375432954932
mammal predation,1_2,6,COS,Coho Skagit Yearling,0.4789557810141258
mammal predation,1_2,6,COY,Coho other Yearling,0.6482155721483134
mammal predation,1_2,6,CSN,Chinook Snohomish Subyearling,0.09182258068630025
mammal predation,1_2,6,CSS,Chinook Skagit Subyearling,0.011798149096761978
mammal predation,1_2,6,CSY,Chinook Skagit Yearling,0.19201468976275785
mammal predation,1_2,6,CYE,Chinook other Yearling,0.30105522349847696
mammal predation,1_2,6,PIS,Pink Salmon Subyearling,0.7675231298591911
mammal predation,1_2,6,SAF,Strait of Georgia salmonids,0.19083658647279125
mammal predation,1_2,6,SAL,Other salmonids,0.7048599659225696
mammal predation,1_2,7,CDS,Chinook Duwamish Subyearling,0.1259614361870052
mammal predation,1_2,7,CHC,Chinook Hood Canal Subyearling,1.5693583510712747e-5
mammal predation,1_2,7,CHS,Chinook Hatch Subyearling,0.22838365418120193
mammal predation,1_2,7,CHY,Chinook Hatch Yearling,0.21855032075628206
mammal predation,1_2,7,CKS,Chinook other Subyearling,0.2395182706981422
mammal predation,1_2,7,CMF,Chum Fall Subyearling,0.5449865017194183
mammal predation,1_2,7,CMH,Chum Hood Canal summer run Subyearling,0.49456238675067066
mammal predation,1_2,7,CMS,Chum Hatch Subyearling,0.7173900746536553
mammal predation,1_2,7,CNS,Chinook Nisqually Subyearling,0.13459914411519036
mammal predation,1_2,7,CNY,Chinook Nisqually Yearling,0.10020929646007176
mammal predation,1_2,7,COD,Coho Deep South Yearling,0.2142844095069198
mammal predation,1_2,7,COH,Coho Hatch Yearling,0.26980572127504465
mammal predation,1_2,7,COS,Coho Skagit Yearling,0.517276877149781
mammal predation,1_2,7,COY,Coho other Yearling,0.6547711780136521
mammal predation,1_2,7,CSN,Chinook Snohomish Subyearling,0.04036797537400457
mammal predation,1_2,7,CSS,Chinook Skagit Subyearling,0.004658436069891111
mammal predation,1_2,7,CSY,Chinook Skagit Yearling,0.11321534093079431
mammal predation,1_2,7,CYE,Chinook other Yearling,0.18738096538721175
mammal predation,1_2,7,PIS,Pink Salmon Subyearling,0.790053841392547
mammal predation,1_2,7,SAF,Strait of Georgia salmonids,0.19600958276245953
mammal predation,1_2,7,SAL,Other salmonids,0.5654144767207933
mammal predation,1_2,8,CDS,Chinook Duwamish Subyearling,0.26876626321237074
mammal predation,1_2,8,CHC,Chinook Hood Canal Subyearling,3.6349667897715373e-4
mammal predation,1_2,8,CHS,Chinook Hatch Subyearling,0.278985128122842
mammal predation,1_2,8,CHY,Chinook Hatch Yearling,0.30499656634653705
mammal predation,1_2,8,CKS,Chinook other Subyearling,0.34945361875843856
mammal predation,1_2,8,CMF,Chum Fall Subyearling,0.4650167988372598
mammal predation,1_2,8,CMH,Chum Hood Canal summer run Subyearling,0.48455195920813354
mammal predation,1_2,8,CMS,Chum Hatch Subyearling,0.7101582978169247
mammal predation,1_2,8,CNS,Chinook Nisqually Subyearling,0.9732901206548175
mammal predation,1_2,8,CNY,Chinook Nisqually Yearling,0.07540367357780725
mammal predation,1_2,8,COD,Coho Deep South Yearling,0.17308992437679735
mammal predation,1_2,8,COH,Coho Hatch Yearling,0.2569487999123616
mammal predation,1_2,8,COS,Coho Skagit Yearling,0.47079401489248485
mammal predation,1_2,8,COY,Coho other Yearling,0.646623556866121
mammal predation,1_2,8,CSN,Chinook Snohomish Subyearling,0.11941913183307609
mammal predation,1_2,8,CSS,Chinook Skagit Subyearling,0.0208495500762766
mammal predation,1_2,8,CSY,Chinook Skagit Yearling,0.23744382529490812
mammal predation,1_2,8,CYE,Chinook other Yearling,0.32070933420802067
mammal predation,1_2,8,PIS,Pink Salmon Subyearling,0.8035135367631301
mammal predation,1_2,8,SAF,Strait of Georgia salmonids,0.19361972325400612
mammal predation,1_2,8,SAL,Other salmonids,0.7266621558691063
porpoise predation,0_8,1,CDS,Chinook Duwamish Subyearling,0.17931073701180728
porpoise predation,0_8,1,CHC,Chinook Hood Canal Subyearling,9.460957795759693e-5
porpoise predation,0_8,1,CHS,Chinook Hatch Subyearling,0.23122469298299717
porpoise predation,0_8,1,CHY,Chinook Hatch Yearling,0.22961253686169042
porpoise predation,0_8,1,CKS,Chinook other Subyearling,0.2541610110923286
porpoise predation,0_8,1,CMF,Chum Fall Subyearling,0.7150376039389159
porpoise predation,0_8,1,CMH,Chum Hood Canal summer run Subyearling,0.6041148614528874
porpoise predation,0_8,1,CMS,Chum Hatch Subyearling,0.7304864719155464
porpoise predation,0_8,1,CNS,Chinook Nisqually Subyearling,1.8567960512829487e-5
porpoise predation,0_8,1,CNY,Chinook Nisqually Yearling,0.06269412019997342
porpoise predation,0_8,1,COD,Coho Deep South Yearling,0.18560622582407338
porpoise predation,0_8,1,COH,Coho Hatch Yearling,0.2480367296203568
porpoise predation,0_8,1,COS,Coho Skagit Yearling,0.5051012016392571
porpoise predation,0_8,1,COY,Coho other Yearling,0.6520105259166383
porpoise predation,0_8,1,CSN,Chinook Snohomish Subyearling,0.09086741041627362
porpoise predation,0_8,1,CSS,Chinook Skagit Subyearling,0.0066835557550152256
porpoise predation,0_8,1,CSY,Chinook Skagit Yearling,0.15366300775715713
porpoise predation,0_8,1,CYE,Chinook other Yearling,0.20854470332354444
porpoise predation,0_8,1,PIS,Pink Salmon Subyearling,0.7842840959690087
porpoise predation,0_8,1,SAF,Strait of Georgia salmonids,0.18478063989042584
porpoise predation,0_8,1,SAL,Other salmonids,0.6354931273267722
porpoise predation,0_8,2,CDS,Chinook Duwamish Subyearling,0.09585399739433746
porpoise predation,0_8,2,CHC,Chinook Hood Canal Subyearling,6.484899517456663e-6
porpoise predation,0_8,2,CHS,Chinook Hatch Subyearling,0.23017172557780954
porpoise predation,0_8,2,CHY,Chinook Hatch Yearling,0.18993276071992818
porpoise predation,0_8,2,CKS,Chinook other Subyearling,0.22071508435444986
porpoise predation,0_8,2,CMF,Chum Fall Subyearling,0.5767370548038534
porpoise predation,0_8,2,CMH,Chum Hood Canal summer run Subyearling,0.554864526858347
porpoise predation,0_8,2,CMS,Chum Hatch Subyearling,0.7213175952655779
porpoise predation,0_8,2,CNS,Chinook Nisqually Subyearling,0.11522846760239006
porpoise predation,0_8,2,CNY,Chinook Nisqually Yearling,0.03343378596391415
porpoise predation,0_8,2,COD,Coho Deep South Yearling,0.19692369919632446
porpoise predation,0_8,2,COH,Coho Hatch Yearling,0.26061643803340384
porpoise predation,0_8,2,COS,Coho Skagit Yearling,0.5269773196267477
porpoise predation,0_8,2,COY,Coho other Yearling,0.6561920898689093
porpoise predation,0_8,2,CSN,Chinook Snohomish Subyearling,0.07823073056356769
porpoise predation,0_8,2,CSS,Chinook Skagit Subyearling,0.005102694820423146
porpoise predation,0_8,2,CSY,Chinook Skagit Yearling,0.10938023389745852
porpoise predation,0_8,2,CYE,Chinook other Yearling,0.19267429487096702
porpoise predation,0_8,2,PIS,Pink Salmon Subyearling,0.8052384667324136
porpoise predation,0_8,2,SAF,Strait of Georgia salmonids,0.19388297341078506
porpoise predation,0_8,2,SAL,Other salmonids,0.6193544782893986
porpoise predation,0_8,3,CDS,Chinook Duwamish Subyearling,0.1977814784955896
porpoise predation,0_8,3,CHC,Chinook Hood Canal Subyearling,1.1815900483406036e-4
porpoise predation,0_8,3,CHS,Chinook Hatch Subyearling,0.2488926769949471
porpoise predation,0_8,3,CHY,Chinook Hatch Yearling,0.24044009053572457
porpoise predation,0_8,3,CKS,Chinook other Subyearling,0.25463049711102914
porpoise predation,0_8,3,CMF,Chum Fall Subyearling,0.46946902983183686
porpoise predation,0_8,3,CMH,Chum Hood Canal summer run Subyearling,0.499353826000611
porpoise predation,0_8,3,CMS,Chum Hatch Subyearling,0.7110768765933979
porpoise predation,0_8,3,CNS,Chinook Nisqually Subyearling,0.290439426312612
porpoise predation,0_8,3,CNY,Chinook Nisqually Yearling,0.07519879449044004
porpoise predation,0_8,3,COD,Coho Deep South Yearling,0.1910226370422083
porpoise predation,0_8,3,COH,Coho Hatch Yearling,0.2634326844477099
porpoise predation,0_8,3,COS,Coho Skagit Yearling,0.44215131843538347
porpoise predation,0_8,3,COY,Coho other Yearling,0.6534892956659878
porpoise predation,0_8,3,CSN,Chinook Snohomish Subyearling,0.0764153198758971
porpoise predation,0_8,3,CSS,Chinook Skagit Subyearling,0.007097796317367096
porpoise predation,0_8,3,CSY,Chinook Skagit Yearling,0.1444857646340691
porpoise predation,0_8,3,CYE,Chinook other Yearling,0.20902010610173422
porpoise predation,0_8,3,PIS,Pink Salmon Subyearling,0.8005707504963291
porpoise predation,0_8,3,SAF,Strait of Georgia salmonids,0.18302379101749225
porpoise predation,0_8,3,SAL,Other salmonids,0.6301244123251593
porpoise predation,0_8,4,CDS,Chinook Duwamish Subyearling,0.19654918316968528
porpoise predation,0_8,4,CHC,Chinook Hood Canal Subyearling,9.268674265435345e-5
porpoise predation,0_8,4,CHS,Chinook Hatch Subyearling,0.23965966488703835
porpoise predation,0_8,4,CHY,Chinook Hatch Yearling,0.23843383955613537
porpoise predation,0_8,4,CKS,Chinook other Subyearling,0.25494270530273605
porpoise predation,0_8,4,CMF,Chum Fall Subyearling,0.46612854316586116
porpoise predation,0_8,4,CMH,Chum Hood Canal summer run Subyearling,0.4992999141560292
porpoise predation,0_8,4,CMS,Chum Hatch Subyearling,0.7107255484833285
porpoise predation,0_8,4,CNS,Chinook Nisqually Subyearling,0.298403569173073
porpoise predation,0_8,4,CNY,Chinook Nisqually Yearling,0.07700498007442833
porpoise predation,0_8,4,COD,Coho Deep South Yearling,0.19223906854953873
porpoise predation,0_8,4,COH,Coho Hatch Yearling,0.2654517471239251
porpoise predation,0_8,4,COS,Coho Skagit Yearling,0.44547688306599803
porpoise predation,0_8,4,COY,Coho other Yearling,0.6539685201399865
porpoise predation,0_8,4,CSN,Chinook Snohomish Subyearling,0.07698515601093933
porpoise predation,0_8,4,CSS,Chinook Skagit Subyearling,0.007180956394074778
porpoise predation,0_8,4,CSY,Chinook Skagit Yearling,0.1445248376105746
porpoise predation,0_8,4,CYE,Chinook other Yearling,0.2094238487272856
porpoise predation,0_8,4,PIS,Pink Salmon Subyearling,0.8008501969772119
porpoise predation,0_8,4,SAF,Strait of Georgia salmonids,0.1821274958067243
porpoise predation,0_8,4,SAL,Other salmonids,0.6277468206351056
porpoise predation,0_8,5,CDS,Chinook Duwamish Subyearling,0.19020530194355606
porpoise predation,0_8,5,CHC,Chinook Hood Canal Subyearling,3.3287434292228625e-4
porpoise predation,0_8,5,CHS,Chinook Hatch Subyearling,0.27086868871185443
porpoise predation,0_8,5,CHY,Chinook Hatch Yearling,0.29423743808801067
porpoise predation,0_8,5,CKS,Chinook other Subyearling,0.2782970886876305
porpoise predation,0_8,5,CMF,Chum Fall Subyearling,0.7325999976093891
porpoise predation,0_8,5,CMH,Chum Hood Canal summer run Subyearling,0.6036666387209468
porpoise predation,0_8,5,CMS,Chum Hatch Subyearling,0.7325358594503256
porpoise predation,0_8,5,CNS,Chinook Nisqually Subyearling,0.14699287960239074
porpoise predation,0_8,5,CNY,Chinook Nisqually Yearling,0.07426958202711102
porpoise predation,0_8,5,COD,Coho Deep South Yearling,0.19522939272246406
porpoise predation,0_8,5,COH,Coho Hatch Yearling,0.26439020988728645
porpoise predation,0_8,5,COS,Coho Skagit Yearling,0.49920567122742066
porpoise predation,0_8,5,COY,Coho other Yearling,0.6534790019176343
porpoise predation,0_8,5,CSN,Chinook Snohomish Subyearling,0.09306350812410756
porpoise predation,0_8,5,CSS,Chinook Skagit Subyearling,0.006838666375340491
porpoise predation,0_8,5,CSY,Chinook Skagit Yearling,0.1441158819281407
porpoise predation,0_8,5,CYE,Chinook other Yearling,0.2075890124572077
porpoise predation,0_8,5,PIS,Pink Salmon Subyearling,0.7879531430496716
porpoise predation,0_8,5,SAF,Strait of Georgia salmonids,0.19025198848482014
porpoise predation,0_8,5,SAL,Other salmonids,0.6373875638516164
porpoise predation,0_8,7,CDS,Chinook Duwamish Subyearling,0.1237093942445057
porpoise predation,0_8,7,CHC,Chinook Hood Canal Subyearling,1.718831796186911e-5
porpoise predation,0_8,7,CHS,Chinook Hatch Subyearling,0.22839512001137846
porpoise predation,0_8,7,CHY,Chinook Hatch Yearling,0.21797692605500804
porpoise predation,0_8,7,CKS,Chinook other Subyearling,0.24007442957052536
porpoise predation,0_8,7,CMF,Chum Fall Subyearling,0.5439877720802466
porpoise predation,0_8,7,CMH,Chum Hood Canal summer run Subyearling,0.4964239834817694
porpoise predation,0_8,7,CMS,Chum Hatch Subyearling,0.7172985302307278
porpoise predation,0_8,7,CNS,Chinook Nisqually Subyearling,0.13435827966925282
porpoise predation,0_8,7,CNY,Chinook Nisqually Yearling,0.09891950077600194
porpoise predation,0_8,7,COD,Coho Deep South Yearling,0.21439013060234302
porpoise predation,0_8,7,COH,Coho Hatch Yearling,0.289872502973423
porpoise predation,0_8,7,COS,Coho Skagit Yearling,0.5146646401862642
porpoise predation,0_8,7,COY,Coho other Yearling,0.6547558942755
porpoise predation,0_8,7,CSN,Chinook Snohomish Subyearling,0.04243447171491543
porpoise predation,0_8,7,CSS,Chinook Skagit Subyearling,0.0048037996483510014
porpoise predation,0_8,7,CSY,Chinook Skagit Yearling,0.11553435632748449
porpoise predation,0_8,7,CYE,Chinook other Yearling,0.18753046159830952
porpoise predation,0_8,7,PIS,Pink Salmon Subyearling,0.7898004805259311
